uuid,work_id,work_level,work_name,school,player,tutor
Table80_1857,79036,一等奖,智能医疗查房机器人,大连交通大学,罗行健、陈林、陈琦,吕斌、梁毓锋
Table80_1858,79050,二等奖,乐埙——香薰音响结合设计,大连交通大学,陈俊龙、代宏洲,单阳
Table81_1859,79051,二等奖,沈阳故宫文化茶具,大连交通大学,谭伟、胡吉、蒋政翰,邹雅琢
Table81_1860,79058,二等奖,无翼之臣,大连艺术学院,南健、徐瑞雪、杨柳虹、章东、许辉,李茜、毕文
Table81_1861,79064,三等奖,天青烟雨,大连艺术学院,章颖、项文慧,毕文、戴金玲
Table81_1862,79066,三等奖,夕颜萃,大连艺术学院,单书成、陈星竹、王珞宸,毕文、戴金玲
Table81_1863,79068,三等奖,醉扶归,大连艺术学院,蔡榕、司琪,戴金玲、毕文
Table81_1864,79069,三等奖,参军苍鹘,大连艺术学院,高伟、张金悦、刘俊辰,戴金玲、毕文
Table81_1865,79071,三等奖,思,三明学院,郑元博、黄慧萱、洪振威、林泽龙、黄歆瑜,张欣宇、王涛
Table81_1866,79074,三等奖,基于小程序的大别山地标优品,黄冈师范学院,占新剑、张灵、彭越,关玉蓉、姜国松
Table81_1867,79076,三等奖,《相思》,沈阳工业大学,赵安琪、兰鑫宇、郝一陌,朱奇
Table81_1868,79077,三等奖,农民漆画文创衍生品设计,闽江学院,陈秋玉、陈婉燚,陈捷
Table81_1869,79078,二等奖,“我同你講”闽南语文化创意设计,闽江学院,张云萍,陈捷
Table81_1870,79079,三等奖,木影杉,闽江学院,王丽宇,林晨霞
Table81_1871,79089,二等奖,《时光流转汴梁城》,大连艺术学院,翟雨航、肖晴、张梦珠,姚麟
Table81_1872,79098,二等奖,探索者,湖北工业大学工程技术学院,翁杏、卢雨菲,池成、孙雨溪
Table81_1873,79100,三等奖,敦煌·回云阙,黑龙江大学,莫霏、樊柏君、吴婧,韩净
Table81_1874,79111,三等奖,VR 林间自在啼,东北大学秦皇岛分校,胡婷婷、关旗龙、蔡正年、徐莞舒,吕艳霞
Table81_1875,79114,三等奖,基于计算机视觉的辅助安全驾驶系统,东北大学秦皇岛分校,刘悦、吴桐、吕卓澄,方淼
Table81_1876,79117,三等奖,基于动态字段的高校创新创业通用管理系统,湖南工业大学,卢洋、谭旭、罗凯,侯俐
Table81_1877,79119,三等奖,狼人杀,龙岩学院,李叶靖、冯皓鹄,朱荔婷
Table81_1878,79124,三等奖,曲艺,湖北文理学院,田桂兰、薛惠玲、柯清玲,戴俊凯
Table81_1879,79130,三等奖,Dora 商城,河北师范大学,宋一诺、刘馨雅、张萌,解春燕、张磊
Table81_1880,79131,三等奖,三顾书屋,河北师范大学,芦玉冰、邵云婷,解春燕、张磊
Table81_1881,79133,三等奖,竹竹带你看世界,华中农业大学,周思雨、邱峰、易阳,章程
Table81_1882,79150,二等奖,基于法务大数据的法律咨询机器人,燕山大学,张志鹏、王子易,王晓寰
Table81_1883,79154,二等奖,新模式儿童 AI 编程教育平台,燕山大学,邢浩哲、董雅超、马传阳,李贤善
Table82_1884,79155,二等奖,面向疫情防控的人流预警机器人,燕山大学,刘珈汝、毛彦钧、张福凯,郭栋梁
Table82_1885,79157,二等奖,基于多模态安全认证的无钥智能门锁设计,燕山大学,王济瑞、张野效桐,王林
Table82_1886,79159,三等奖,八鱼樱桃沟鲜果小程序,燕山大学,陈嘉豪、张子龙、林鹍,王福伟、余扬
Table82_1887,79160,三等奖,Bare Head-C,燕山大学,黄博、李河欢、刘科,王福伟、余扬
Table82_1888,79167,二等奖,小 e 帮题--集做题、智能辅导于一体的人工智能教育app,燕山大学,张志鹏、候万金,冯建周、余扬
Table82_1889,79172,三等奖,知识图谱可视化方案的研究与实现,燕山大学,徐甘霖、肖尧、李昂,冯建周、王晓寰
Table82_1890,79174,三等奖,九歌·山鬼,燕山大学,袁玥明、赵振龙、顾宏宇、万景阳,余扬、欧新菊
Table82_1891,79175,三等奖,唢呐,燕山大学,韩青、任晓辉、于杰、律彤,余扬、王福伟
Table82_1892,79185,一等奖,鸟渡：密林行者,燕山大学,马宇飞、杨能、李昂、余世超、林绍望,余扬、尤殿龙
Table82_1893,79187,一等奖,森之轻语,燕山大学,林靖翔、张玉成、张鑫、张月萌,文冬
Table82_1894,79190,三等奖,一方诗社,燕山大学,黎姿汝、刘欣雨、达代兴一,桑懿
Table82_1895,79191,二等奖,活水渔村,燕山大学,高天、罗文清,桑懿
Table82_1896,79196,三等奖,期.燕,燕山大学,曹少寒、张子菡、吴玲坤,栗功
Table82_1897,79199,二等奖,基于 Unity3D 的机制虚拟实验平台,燕山大学,王骞仟、吴冰、丁毅,余扬、李一耕
Table82_1898,79200,三等奖,数字滤波器设计与应用实验平台,燕山大学,李泽萌,许全盛
Table82_1899,79201,三等奖,分数的初步认识,燕山大学,孙正灿、李壮壮、周世琪,方汶铭
Table82_1900,79222,三等奖,考勤与人脸分析系统,武汉大学,张智慧、杨婧靓、朱远远,彭红梅、李华玮
Table82_1901,79239,三等奖,家,大连艺术学院,范晓祺、江淼、高晓艳,王云鹤
Table82_1902,79249,三等奖,青葱华年,大连民族大学,彭晨、张思琪、马晗旭,陈兴文
Table82_1903,79259,三等奖,中华文明耀东方,大连东软信息学院,刘博羽、袁嘉宁、康艺馨,官毅、李迎秋
Table82_1904,79283,三等奖,基于人脸识别的智能门禁监测系统设计与实现,华北科技学院,李蕊,吴静
Table82_1905,79301,三等奖,智能速写人像机器人,武汉大学,张娜、代丽芳、陶清然,刘树波、陈伟清
Table82_1906,79303,二等奖,追及问题,湖北文理学院,周灿、梅宇杰、陈明浩,张臣文、汪家宝
Table83_1907,79306,一等奖,【挑战二】基于 Faster R-CNN 的结直肠息肉检测,燕山大学,马迎伟、张志鹏、章睿彬,李贤善、余扬
Table83_1908,79319,三等奖,基于 NB-IoT 农田生态环境远程预警预报系统,阳光学院,翁晨雪、巫志强、游雯敏,刘文武、张春玲
Table83_1909,79320,三等奖,【挑战二】基于目标检测算法的结直肠息肉检测,南华大学,郑浩森、樊启欣,罗凌云
Table83_1910,79334,三等奖,迁徙之地 Land Of Migration,湖南大学,刘皓玮、杨婧媛、熊天舒、刘洋、申凯升,周世哲
Table83_1911,79344,三等奖,虚拟 SQL 实验平台,南华大学,罗立伟、王晶、廖俊杰,刘征海
Table83_1912,79350,三等奖,基于人脸识别的考试点录系统,石家庄铁道大学,王加然、周成博、王贝贝,佟宽章、李中华
Table83_1913,79353,三等奖,基于 AI 的方言识别与应用方案,中南大学,王灏洋、杜斯博、程德旭,奎晓燕、夏佳志
Table83_1914,79354,三等奖,应用于城市中转站的智能垃圾分类系统,华北理工大学,黄鑫皓、孙志宇、张旭烨,刘利平、吴宇航
Table83_1915,79356,二等奖,基于分布式特征表示与模型困惑度的领域问答系统,重庆邮电大学,王志强、刘星宇、刘欢,刘立
Table83_1916,79360,三等奖,伞下应有未归人,广西师范大学,刘思慧、司徒莹,陈强
Table83_1917,79378,三等奖,基于 Node 和微信小程序的选课信息交流平台快速构建系统,重庆邮电大学,潘京、鲍震、李蕴楠,许可、王理燕
Table83_1918,79389,三等奖,滇南民族魂-云南独有民族年画,云南财经大学,苏芮娴、杨宁、伏腾,王元亮、李莉平
Table83_1919,79395,三等奖,电信客户流失分析预测系统,云南财经大学,吴仕超、杨建琴、张怡欣,王喜东
Table83_1920,79399,三等奖,闽南十二异兽形象设计,泉州师范学院,林紫薇、薛雨晴,盛小清
Table83_1921,79410,二等奖,数据驱动的疫情信息可视化系统,江西师范大学,朱煌、王江山、季海祥,王萍、陈建国
Table83_1922,79418,二等奖,墨不修,武汉工程大学,轩宁静、刘森铜、沈雨珂,王雅溪、方晖
Table83_1923,79422,二等奖,禅说当下,武汉工程大学,陈姝宁,葛菲
Table83_1924,79425,三等奖,AI 望诊器,湖南工业大学,闫康、刘粤鼎、向美玉,邓晓军、文鸿
Table83_1925,79426,三等奖,穿啥智能衣柜,厦门理工学院,黄少东、方向明、卢锦晟,刘丽娟
Table83_1926,79427,三等奖,中“耀”之光,湖北经济学院,杨开、杨如意,王茜、邱月
Table83_1927,79435,二等奖,基于 SpringBoot 框架的校园快递代拿服务平台,铜陵学院,张博文、、梁洋、万雪锋,王福成、蒋剑军
Table83_1928,79436,二等奖,基于健康大数据的社区养老院健康服务系统,铜陵学院,何兴臣、范振宏、韩成杰,齐平、王福成
Table83_1929,79443,三等奖,《又闻黄梅声起》,铜陵学院,王丽娜、鲍砚汝、朱婉昱,史金成、李岩
Table84_1930,79448,二等奖,纸承千年，徽韵犹存,铜陵学院,张甜甜、高寒竹、蒋婉钰、张艳菲,祁晨、杨龙飞
Table84_1931,79449,三等奖,一方姜土 千年传承,铜陵学院,王佳慧、汪佩、孙晓超,王刚、李岩
Table84_1932,79455,三等奖,剪纸佳节,铜陵学院,王媛媛、杨婉娟、王雨默,王刚、史金成
Table84_1933,79469,三等奖,中国疫情可视化,铜陵学院,凌贤文、张朋朋、梁洋,罗俊霞、丁邦旭
Table84_1934,79485,三等奖,汉堡重楼寻踪-基于 WIFI 的多楼层室内定位小程序,湖南大学,舒俊锋、张蔚、崔文盼,罗娟
Table84_1935,79495,三等奖,青柠校园,贵州大学科技学院,方伟业、冯翼银,程远航
Table84_1936,79503,三等奖,庚子战疫,东南大学,林海巍、田晓昀、郑乐迅,方方
Table84_1937,79505,三等奖,Future Bass 风格电子舞曲“Lakey”,东南大学,李可涵,N/A
Table84_1938,79506,三等奖,以宋词《洞仙歌·冰肌玉骨》为歌词、融入中国传统戏曲元素的原创歌曲,东南大学,秦逸凡、张荷,赵天为
Table84_1939,79512,二等奖,高校迎新微服务平台,河北农业大学,刘亚航、张海泳、张文泽,姚竟发
Table84_1940,79515,三等奖,中医科学阴阳平衡原理与抗疫创新应用,湖南大学,刘含玥、徐若凡、邹菲尔,周虎
Table84_1941,79516,三等奖,我是升旗手爱国互动平台,河北农业大学,李云阳、赵欣、龙天宇,李晓颖
Table84_1942,79522,二等奖,合和而生,湖北美术学院,许彬、蒙怡菲,王诚
Table84_1943,79523,二等奖,新冠病毒防控签到管理系统,河北农业大学,刘义鹏、梁振辉、张铁锋,姚竟发
Table84_1944,79531,三等奖,《戏·影》,湖北美术学院,程雨卓,王诚、鲁红霞
Table84_1945,79533,三等奖,益教易学,河北农业大学,范镇业、张明晗、陈然,王福顺、田苗
Table84_1946,79535,三等奖,鲤鱼跃龙门,湖北美术学院,钟仕琦,田志文、王诚
Table84_1947,79541,二等奖,基于数据处理的可视化办公平台,中国人民解放军陆军步兵学院,刘德胜、郑育铭,渠红星、刘军
Table84_1948,79544,三等奖,追光者（SeekLight）,安徽建筑大学,金继平、杨阳、孙权,钟娟、程远
Table84_1949,79548,三等奖,简拍,安徽建筑大学,谢小凤、张影,章曙光、钟娟
Table84_1950,79550,三等奖,智能火灾人员搜寻车,安徽建筑大学,贾宗婷、姚文龙、袁壮,邓静、方绍正
Table84_1951,79551,二等奖,栖语,安徽建筑大学,肖俊鑫、孙佳俐,邓静、方绍正
Table84_1952,79554,三等奖,智能语音控制电梯系统,贵州师范大学,严辉、吴景镖、何晓伟,向天宇、雷涛
Table84_1953,79557,三等奖,中华传统文化之皖徽派建筑文化,河北农业大学,高俊杰、郑永尚、滕欢,孙晨霞
Table84_1954,79570,一等奖,染续,云南财经大学,赵珺妍、唐情、段红辉,王元亮
Table85_1955,79572,三等奖,内修文化传承，外显雕梁画栋——中国建筑彩画,河北农业大学,朱思嘉、杨宇佳、韩煜,刘永福、刘丽娟
Table85_1956,79574,三等奖,基于 CNN 和迁移学习的葡萄叶片病害识别系统,河北农业大学,俄绍钧、王子烨、范镇业,路小英、刘永福
Table85_1957,79577,二等奖,【挑战二】基于 YOLOv4 的结直肠息肉检查模型,东南大学,滕亚鹏、顾诗怡、容志毅,夏思宇
Table85_1958,79578,一等奖,【挑战二】基于深度学习的结直肠息肉检测,东南大学,封泽、侯润泽、季重威,陈伟
Table85_1959,79637,三等奖,音乐门神,安徽三联学院,黄文娣、宋银玉、杨和如,林翠芳、屠秀栋
Table85_1960,79638,一等奖,安徽省县域农村精准扶贫空间分析系统,滁州学院,袁晓阳、岳梓晨、刘卫东,邓凯、杨灿灿
Table85_1961,79639,三等奖,健康帮扶系统,滁州学院,余刚、汪艺家、王梦晴,刘竞遥、吴豹
Table85_1962,79641,三等奖,寻徽溯皖—合肥政务区徽文化主题公园景观设计,安徽三联学院,许梦琪、钱进、路宝欣,张永、毛縯韬
Table85_1963,79642,三等奖,ResC 资源回收服务系统,滁州学院,顾乐、王桑乔、方雨,刘竞遥、季璇
Table85_1964,79648,三等奖,大话数据库之概念模型,滁州学院,王媛媛、李金宇、罗万航,于春燕、马良
Table85_1965,79655,三等奖,从军行·其四赏析,滁州学院,王志鹏、葛治军、马宇歌,方纯、徐志红
Table85_1966,79656,一等奖,脑电控制的 Feeding Robot,滁州学院,孙萌、岳伟、林毅,温卫敏、吴豹
Table85_1967,79667,三等奖,青少年管家--智能书桌系统,滁州学院,刘前前、季梁超、周晨,王玉亮、吴豹
Table85_1968,79668,一等奖,COVID-19 疫情多尺度智能监控与预警系统,滁州学院,袁晓阳、岳梓晨、邓虎,邓凯、杨灿灿
Table85_1969,79672,三等奖,《三城三餐》,安徽三联学院,李婉灵、刘紫凌、商瑞,林亚杰
Table85_1970,79673,三等奖,基于 vue 滁州市环境污染分析系统,滁州学院,李向阳、姜玉、俞娟,刘国秀、陈芳
Table85_1971,79675,三等奖,基于 Spark 的国际足球数据分析系统,滁州学院,张栗、魏伟、李青怡,陈海宝、赵生慧
Table85_1972,79676,二等奖,基于机器学习的恶意 PE 文件检测系统,滁州学院,王旭、陈东、徐帅,陈海宝、赵玉艳
Table85_1973,79679,三等奖,Smart Agent 基于 AI 的社区老人生活辅助系统,滁州学院,李伟庆、杨梦珍、陈卓越,赵亮、刘进军
Table85_1974,79684,三等奖,基于眼球定位的翻书系统,滁州学院,丁嫚嫚、黎佳伟、谢后君,温卫敏、金亮
Table85_1975,79690,三等奖,榫卯建筑·阴阳相生,滁州学院,陈洋洋、宋博、张珈铭,沈晓、丁刚
Table85_1976,79691,三等奖,话说 5G,滁州学院,王媛媛、王海涛、薛明仁,徐志红、马良
Table85_1977,79694,三等奖,基于 flask 和 ajax 的糖尿病数据可视化平台,滁州学院,张凯、郭昊东、王震,陈海宝、陈杰
Table85_1978,79702,二等奖,南宋风华,滁州学院,刘志蕊、周奕凡,刘竞遥、任倩
Table85_1979,79705,三等奖,泥土涅槃,滁州学院,俞娟、马越、王涵,张巧云、刘国秀
Table86_1980,79710,三等奖,醉翁亭与欧阳修系列故事,滁州学院,曹可,何君洁
Table86_1981,79725,三等奖,《豆“扣”年华》,安徽三联学院,刘城城、王明月、张永城,陶宗华、林亚杰
Table86_1982,79749,三等奖,希日,安徽三联学院,陈思宇、朱盅好、王强,杨磊
Table86_1983,79764,三等奖,收获 Harvest,安徽中医药大学,钱奕辰,许欢庆、束建华
Table86_1984,79765,二等奖,药灵契约,安徽中医药大学,盖灵菲,汪庆、马春
Table86_1985,79787,二等奖,楚辞,合肥学院,陶薇,郭慧迪、许琬婷
Table86_1986,79789,三等奖,肆与贰拾肆,合肥学院,卢仁禹,许琬婷、郭慧迪
Table86_1987,79790,三等奖,口罩预约与分配管理系统,大连理工大学,高钻、安心、毛甜君,王宇新
Table86_1988,79792,三等奖,食,合肥学院,吴梦洁,许琬婷、郭慧迪
Table86_1989,79793,二等奖,鼓起凤鸣,滁州学院,吴国强、张子怡、张乾鹏,甘翔、张悦
Table86_1990,79797,二等奖,洄锦充电桩,滁州学院,黄梦麟、窦梦桐、朱芮,吴玉、左铁峰
Table86_1991,79799,三等奖,纸卷打印机,滁州学院,孙博、赵英建、常海超,吴玉、左铁峰
Table86_1992,79802,三等奖,琅琊遇醉翁,滁州学院,张志强、彭蕾、舒仁浩、刘前前、张志伟,孙凯传、吴豹
Table86_1993,79808,三等奖,基于物联网的智能驾驶行为分析系统,大连理工大学,徐晨阳、张津榕、王语涵,王飞龙、刘洋
Table86_1994,79811,三等奖,鲜伴-基于物联网的智能食材管理系统,大连理工大学,郭一驹、杨欢、马天骄,林驰、范永刚
Table86_1995,79812,二等奖,刻意江南,滁州学院,王子阳、高如玉、陈栋花、唐洪利、岳伟,李振洋、施韵佳
Table86_1996,79816,三等奖,中华原酿-薪火相传,滁州学院,王晴、丁翔、郝加胜、林毅,刘竞遥、胡晓静
Table86_1997,79820,二等奖,基于多源异构数据融合的智能交通知识图谱系统,大连理工大学,汤宇轩、姜海斌、李兴隆,齐恒
Table86_1998,79824,三等奖,纸艺刻韵,滁州学院,张伟国、蔡馨、叶婷婷、周瑾、徐梦丽,冷荣亮
Table86_1999,79829,三等奖,EasyConference—基于 Vue 和 Echarts 的学术会议数据可视化系统,大连理工大学,谢锋,李梦遥
Table86_2000,79840,二等奖,【挑战二】基于 CT 影像的结直肠息肉检测,大连理工大学,袁廷洲、丁冉、张仁浩,刘胜蓝、刘洋
Table86_2001,79851,二等奖,色影·梦桥相会,滁州学院,王昊润、张玉婷、董建、李思穗、梅本健,潘宏、崔华国
Table86_2002,79859,二等奖,青铜器·铸,滁州学院,马皖豫、屠新军、柴曦,陈一笑、叶涛
Table87_2003,79861,三等奖,颂经典-扬文化,滁州学院,苏文鹏、任静、缪朝阳、卢洪志、梁修乾,高来鑫、李玲纯
Table87_2004,79883,二等奖,溯源——追寻汉民族之旅,长江大学文理学院,邹璀瑾、和璐瑶、胡梦奇,张雨燕、王磊
Table87_2005,79885,三等奖,国学趣学,滁州学院,杨聪、朱明、张鲍启、汪玉、余炼,孙凯传、邵雪梅
Table87_2006,79903,二等奖,基于数据分析的图书馆智能服务系统,安徽农业大学,刘澳、姚越、吕超,陈祎琼、杨宝华
Table87_2007,79925,三等奖,基于北斗定位的智能养宠方案,安徽农业大学,时卉、刘翱宇、朱小宁,吴云志、张友华
Table87_2008,79927,三等奖,中国结,安徽医科大学,张先锋、潘慧、方琪,周金华、赵艳
Table87_2009,79933,三等奖,LED 盘片溯源系统,黄山学院,蒋政、胡雪松、高寒,张坤、田吉
Table87_2010,79947,三等奖,“疾”不择食,安徽医科大学,王诗婵、冷燮元、袁昕宇,吴泽志、彪巍
Table87_2011,79956,三等奖,声声慢·寻寻觅觅,安徽农业大学,杨欣,李洋、杨涛
Table87_2012,79957,二等奖,诗酒风流,安徽农业大学,李乐、王国强、姚雨晴,刘波、李阳
Table87_2013,79964,二等奖,新型智能化制曲机,安徽农业大学,商成、叶宏涛、洪瑞康,蒋军、王乃富
Table87_2014,79966,二等奖,远程控制智能畜禽喂食器,安徽农业大学,赵文杰、李宇欣、王华东,闫勇、肖双喜
Table87_2015,79982,三等奖,合肥市空气质量预测大数据系统设计,安徽农业大学,詹雪,胡哲、李方东
Table87_2016,79985,三等奖,基于大数据平台的水稻抗逆基因模块识别方案,安徽农业大学,曾涛、王琦、刘冰雨,高羽佳、陈祎琼
Table87_2017,79987,三等奖,射击诸元设计,陆军炮兵防空兵学院,崔浩、屈谭西、王鹏,夏良、周丽媛
Table87_2018,79989,三等奖,95 式自动步枪拆装模拟仿真平台,陆军炮兵防空兵学院,高鸿杰、刘恳,鲁磊纪、束凯
Table87_2019,79998,三等奖,肿瘤转录组测序数据中癌基因和抑癌基因的精准鉴别,安徽医科大学,张天祥、唐婕琼,苏阳
Table87_2020,80000,一等奖,智能车库系统,黄山学院,金程鑫、丁子峰、王亚萍,胡伟、袁娜
Table87_2021,80002,三等奖,走进米芾，走进书法,安徽农业大学,吕雨晴、徐鉴、张昱琪,陈祎琼、方刚
Table87_2022,80003,三等奖,基于 SSM 框架的全国生态环境信息平台,安徽农业大学,陶政、贺壮壮、王静,涂立静、吴国栋
Table87_2023,80005,三等奖,全球疫情信息可视化展示,安徽农业大学,万米迪、俞欣淼、李亦璞,金秀、石硕
Table87_2024,80010,三等奖,CPR,陆军炮兵防空兵学院,陈子奇、赵惠泽、陈智伟,方星星、王欢
Table87_2025,80012,二等奖,智能运动背心,安徽医科大学,戴雨龙、邹洁、陈冰洁,马玉婷、程悍
Table87_2026,80014,二等奖,燕鸥的一生,陆军炮兵防空兵学院,王林声、薛自强、赵雅宇,吕永强、方星星
Table87_2027,80021,二等奖,徽州甘四节气——徽韵标识设计,黄山学院,张易年,汪海波、左小蓉
Table88_2028,80022,三等奖,拒绝校园暴力,黄山学院,王楠、丁晓燕、王艳,李春燕、宋博
Table88_2029,80024,二等奖,履道坊的前世今生——利用现代大数据技术对履道坊宅园进行恢复,安徽农业大学,薛安安、徐玉娴、聂新妍,李春涛、徐玉品
Table88_2030,80025,三等奖,砖木浮花,黄山学院,纪宏伟、徐梦绮,何聚、曲晓红
Table88_2031,80027,一等奖,壶中洞天——花园里的竹编艺术,安徽农业大学,陈卓灵、王质朴、张淑怡,李春涛、李若男
Table88_2032,80035,二等奖,”徽膳坊“系列土特产品设计及其推广,黄山学院,漆雯静、马文璐,李春燕、田吉
Table88_2033,80042,三等奖,牙疼知多少,安徽医科大学,孙沐妍、王亚芳、程浩,吴泽志、周小华
Table88_2034,80045,二等奖,基于徽文化保护及传承的篁墩文化展示馆设计,黄山学院,刘蓉,耿佃梅
Table88_2035,80052,二等奖,灵判,黄山学院,王庆欢、刘明明、邵静、薛佳玮、唐东威,唐莉、汪海波
Table88_2036,80060,二等奖,双手上的纸寿千年,黄山学院,张睿、刁鑫珂、甄毓、曹益珠、张晶晶,唐莉
Table88_2037,80062,三等奖,新风格中国传统文化元素 icons,安徽医科大学,闫涛、王家昊、吴秀洁,王玉蓉、谢俊松
Table88_2038,80065,三等奖,省鸟小百科,黄山学院,李彤、王佳琪,汪海波、王琦
Table88_2039,80072,三等奖,新一代鲁班锁设计,安徽医科大学,刘潇、盛锐、张涓林,周金华、范正娥
Table88_2040,80077,三等奖,破阵子-“词中之龙”辛弃疾,陆军炮兵防空兵学院,周洪冰、王泽夫、黄奇峰,鱼静、周丽媛
Table88_2041,80079,三等奖,寻迹庐州,安徽医科大学,吕亚轩、钱宇彤,吴泽志、宫鹏
Table88_2042,80080,三等奖,登高暮远，忆我河山,安徽农业大学,周诗雯、董琦、李宇欣,李洋、刘连忠
Table88_2043,80082,三等奖,从米芾到中华优秀传统文化,安徽农业大学,张昱琪、徐鉴、吕雨晴,杨涛、许高建
Table88_2044,80083,二等奖,慕茗而来,安徽农业大学,童彤、姚程,石硕、金秀
Table88_2045,80091,三等奖,老鼠奇遇记之象形文字的魅力,安徽医科大学,吕智涵、姬云熙、钟凯、单梦磊,吴泽志、彪巍
Table88_2046,80092,二等奖,皮影霸王别姬,安徽农业大学,彭蜀皖,李方东、胡哲
Table88_2047,80093,三等奖,青玉案·元夕,安徽医科大学,李梦委、李萍、朱慧婷、孙江伟,杨飞、彭振皖
Table88_2048,80104,三等奖,基于无线通信技术的矿井煤尘在线监控系统,安徽理工大学,李洋、袁洁、王世琦,高魁
Table88_2049,80117,三等奖,牛顿第一定律,安徽理工大学,蒋维佳、尤宝林、鲍美萍,衡连伟、李恕洲
Table88_2050,80138,三等奖,鸟类：进化,安徽理工大学,李炳圻、范向阳,张玉、许光宇
Table89_2051,80142,三等奖,百鸟·时鸣,安徽大学江淮学院,孙晨峰、胡雨佳、关思雨,王磊、黄炎
Table89_2052,80143,三等奖,非遗传承之民间故事新说,安徽大学江淮学院,张蓓、何伟、邵力维,权歆昕、李云飞
Table89_2053,80144,三等奖,中华传统色与物,安徽大学江淮学院,王莉、汪璐、韩梦雨,权歆昕、王磊
Table89_2054,80145,二等奖,编玩编学,安徽大学江淮学院,刘单、倪佳鑫,李云飞、权歆昕
Table89_2055,80146,二等奖,五禽戏之古趣,安徽大学江淮学院,朱婉玉、高颖、陈靖,闻佳、徐阳
Table89_2056,80150,二等奖,潮汕文化观光园,安徽大学江淮学院,邵琦、柴学、刘玉柳,吴向葵
Table89_2057,80151,三等奖,“中华匠心”之手工艺品,安徽大学江淮学院,薛晓研,褚力、姚瑶
Table89_2058,80153,三等奖,送柴侍御,长江大学文理学院,牟群瑶、王甜、许宁玲,关莉红、闫小杰
Table89_2059,80155,三等奖,中式·云水观景,大连工业大学艺术与信息工程学院,陈宇杰、路浩,李耀栋、李晓峰
Table89_2060,80156,三等奖,“AI”护你-基于人工智能的工地安全帽检测系统,阳光学院,张炜强、王晴雯、闫成龙,王苹、王明令
Table89_2061,80165,三等奖,“中华神韵”剪纸刺绣海报设计,河北工程技术学院,张海连、王晓雨、李亚彤,王艺霏
Table89_2062,80174,三等奖,智能物料搬运系统,华北理工大学,胥子璇、邹培岩、李晓航,刘利平、张健宝
Table89_2063,80178,三等奖,基于神经网络的小型店铺客流量预测,洛阳师范学院,崔雨田、张江元、李晓辉,李德光、任帧琴
Table89_2064,80179,二等奖,云同学——大学生学习交流平台,洛阳师范学院,李晓辉、毛会丽、崔雨田,李德光、贺秋瑞
Table89_2065,80191,三等奖,洛神赋图,云南财经大学,邹祝闻、赵建立、孔令雄,王元亮、皮佳明
Table89_2066,80192,三等奖,可燃冰,云南财经大学,刘江、付青山、邹祝闻,王元亮、刘昶孜
Table89_2067,80219,三等奖,小镇批发商城订购应用,厦门大学嘉庚学院,陈锟、王雅婷、柯年益,陈俊仁、陈南南
Table89_2068,80252,三等奖,轻院迎新,华北理工大学轻工学院,孙明慧、赵思贤,章昊、张颖
Table89_2069,80273,二等奖,鸬鹚捕鱼,重庆文理学院,刘和莲、邓文进、林俊美子、赖珏岑,刘敬彪、司桂松
Table89_2070,80285,三等奖,灯影源,重庆文理学院,邓显、梁浩源,黄彪、刘晓晔
Table89_2071,80290,二等奖,风华百年大帅府,大连理工大学,王语涵、付煜、郭超,张驰、金博
Table89_2072,80300,二等奖,当云南少数民族特色遇上直播购物,云南财经大学,张文、苗玉薪、马博怡,王元亮、李莉平
Table89_2073,80304,三等奖,中华魂,华北理工大学轻工学院,霍森彪、肖鲁豪,张颖、章昊
Table89_2074,80308,三等奖,复活,华北理工大学轻工学院,石川煊、徐紫锴,N/A
Table89_2075,80311,三等奖,护肤美白，你选对了吗？,云南财经大学,刘俊杰、邹妍、李慧婷,王元亮、李莉平
Table90_2076,80327,三等奖,基于 VR 技术的基因编辑实验项目虚拟仿真系统,山东女子学院,赵立芹、王安之,李效伟
Table90_2077,80371,三等奖,杨花落尽子规啼,巢湖学院,李长亮,李亚萍、余晓燕
Table90_2078,80382,三等奖,词瓷祠居,巢湖学院,郑渡庆、王熙伟、豆梦晴,薛梅
Table90_2079,80385,二等奖,禹本纪,巢湖学院,卢钰、刘施林、谈雄,王晓晖、陈友祥
Table90_2080,80389,二等奖,函数战“疫”——一次函数图像与性质,巢湖学院,郭创业、郑子龙、郑国风,张勇、刘拥
Table90_2081,80411,三等奖,曲阜师范大学考研数据可视化,曲阜师范大学,赵筱然、仇慧芬、吴金迪,刘智斌
Table90_2082,80413,二等奖,蝴蝶泉边扎染美，民间工艺世代传 一一大理扎染工艺纪实,云南财经大学,顾今、董毓涵、刘玉珠、周灵惠、王海川,王元亮
Table90_2083,80425,三等奖,LET US GO,大连工业大学艺术与信息工程学院,王子豪、王宗岩,金文玥
Table90_2084,80430,二等奖,【挑战二】基于 EfficientDet 的结直肠息肉检测,西北大学,应瀚、卢龙云、王国瑞,董卫军
Table90_2085,80431,三等奖,基于三维可视化软件精准快捷制作肝癌患者肿瘤可视化模型,河北医科大学,高天姿、鲁一桐,郭东敏
Table90_2086,80433,二等奖,AR 家居,曲阜师范大学,李佳津、孔凡浩、王晓珑,刘智斌
Table90_2087,80465,三等奖,农业物联网大田监测网站,安徽师范大学皖江学院,吴翔、华雁,赵传信、周琢
Table90_2088,80477,三等奖,剪意华构,安徽师范大学皖江学院,陈英,周琢、张广海
